"PID","STATE","COUNTY","CAND_1","CAND_2","RACETYPE","PLACENAME","race_num","cand1_change","cand2_change","cand1_cult","cand2_cult","cand1_econ","cand2_econ","vote_turnout","vote_who","ideo","party_gen","party_dem","party_rep","party_ind","party_followup","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","feedback"
"BP219vb","Virginia","Virginia Beach","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,6,4,6,2,6,3,"Yes","Winsome Earle-Sears",2,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,54,"man","White","MA","$140,001-$160,000",8,5,1,1,1,0,0,NA
"NN416jf","Virginia","Northampton","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,4,4,4,4,4,4,"No","Abigail Spanberger",4,"Independent",NA,NA,"Neither","Independent | Neither",1,39,"woman","Black or African American","GED","$0-$20,000",1,2,0,0,0,0,1,NA
"MM105cx","Florida","Seminole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI660jt","New Jersey","Salem","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,4,4,1,6,2,"No","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,58,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"HM517qh","Virginia","Loudoun","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,5,4,7,2,3,7,"Yes","Abigail Spanberger",3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,37,"man","White","MA","$180,001-$200,000",10,5,1,1,0,0,1,NA
"UW324bc","Texas","Denton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QF832xs","Virginia","Greene","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,5,4,5,4,3,4,"Yes","Abigail Spanberger",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,38,"man","Asian","4yearColl","$40,001-$60,000",3,4,0,1,1,0,0,NA
"TK245fp","Virginia","Virginia Beach","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,4,3,7,2,6,3,"Yes","Abigail Spanberger",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,23,"woman","Asian","4yearColl","$80,001-$100,000",5,4,0,0,0,1,0,NA
"YJ658kz","New Jersey","Gloucester","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,6,1,7,5,7,4,"Yes","Mikie Sherill",1,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,37,"woman","White","MA","$0-$20,000",1,5,1,0,0,1,0,NA
"KK680iy","New Jersey","Camden","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,6,2,5,2,7,2,"Yes","Mikie Sherill",4,"No preference",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,23,"man","Black or African American","4yearColl","$60,001-$80,000",4,4,0,1,0,0,0,NA
"BK224ks","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,7,3,7,2,7,1,"Not sure","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,25,"man","Asian","4yearColl","$20,001-$40,000",2,4,0,1,0,1,0,NA
"IS441es","New Jersey","Monmouth","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,3,7,1,3,4,"Yes","Jack Ciattarelli",6,"Republican",NA,"Strong",NA,"Republican | Strong",1,40,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,1,0,0,NA
"SP524bz","Virginia","Virginia Beach","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,1,7,7,1,7,1,"Yes","Winsome Earle-Sears",6,"Republican",NA,"Strong",NA,"Republican | Strong",1,70,"woman","White","2yearColl","$40,001-$60,000",3,3,1,0,1,0,0,"I sincerely hope my responses have helped with your research. Thank you and have a nice day !"
"UN372ob","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,2,4,6,2,5,3,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,26,"man","Asian","4yearColl","$60,001-$80,000",4,4,0,1,0,1,0,NA
"OG759xg","New Jersey","Monmouth","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,6,5,6,6,5,4,"Yes",NA,3,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,73,"woman","White","2yearColl","$60,001-$80,000",4,3,1,0,1,0,0,NA
"ZQ952po","Virginia","Spotsylvania","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,7,3,7,2,7,1,"Yes","Winsome Earle-Sears",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,40,"woman","Black or African American","4yearColl","$140,001-$160,000",8,4,0,0,1,0,0,"Thank you for the survey!"
"NM048qe","Virginia","Lancaster","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,5,6,6,2,4,2,"Yes","Winsome Earle-Sears",6,"Republican",NA,"Strong",NA,"Republican | Strong",1,73,"man","White","GED","$20,001-$40,000",2,2,1,1,1,0,0,"I hope my answers help your study Thank you."
"QZ151st","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,6,4,2,7,2,"Yes",NA,4,"Independent",NA,NA,"Neither","Independent | Neither",1,36,"man","White","4yearColl","$140,001-$160,000",8,4,1,1,0,0,1,NA
"KX583mw","Virginia","Shenandoah","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,5,4,5,4,5,4,"Yes","Winsome Earle-Sears",4,"No preference",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,47,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,0,0,NA
"VH833ri","North Carolina","Onslow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WK043os","New Jersey","Essex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,6,3,6,2,5,3,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,72,"man","White","MA","$100,001-$120,000",6,5,1,1,0,1,0,NA
"UB604ly","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,6,2,7,2,7,2,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,32,"woman","White","4yearColl","$160,001-$180,000",9,4,1,0,0,1,0,NA
"NU935oh","New Jersey","Passaic","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,4,4,4,4,4,"No","Mikie Sherill",4,"Independent",NA,NA,"Neither","Independent | Neither",1,40,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,0,1,NA
"ME880fn","Virginia","Virginia Beach","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,7,6,6,7,7,6,"Yes",NA,7,"Democrat","Strong",NA,NA,"Democrat | Strong",1,43,"man","White","MA","$160,001-$180,000",9,5,1,1,0,1,0,"good"
"TC313pr","Virginia","Lee","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,4,3,3,5,4,5,"Yes",NA,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,37,"woman","White","4yearColl","$140,001-$160,000",8,4,1,0,1,0,0,NA
"XQ369ai","Virginia","Arlington","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,6,3,7,2,7,3,"Yes","Abigail Spanberger",4,"Independent",NA,NA,"Neither","Independent | Neither",1,54,"man","White","4yearColl","$100,001-$120,000",6,4,1,1,0,0,1,NA
"TR348ra","Virginia","Fairfax","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,4,4,6,3,5,2,"Yes","Winsome Earle-Sears",4,"Independent",NA,NA,"Neither","Independent | Neither",1,44,"man","White","4yearColl","$140,001-$160,000",8,4,1,1,0,0,1,NA
"FJ589ty","Virginia","Fairfax","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,4,3,6,3,5,2,"Yes","Abigail Spanberger",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,40,"man","multiracial","4yearColl","$60,001-$80,000",4,4,0,1,1,0,0,NA
"FJ936rq","Virginia","Chesapeake","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,6,2,7,3,4,4,"Yes","Abigail Spanberger",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,42,"woman","Asian","PHD","$100,001-$120,000",6,6,0,0,0,1,0,NA
"PV052zr","Virginia","Arlington","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,4,4,5,4,3,5,"Not sure","Abigail Spanberger",4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,28,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,0,1,"Please tell your university's administration & board of trustees to DIVEST from Israel's apartheid, genocide, occupation, & ethnic cleansing of Palestinians!

For more information, please see Amnesty International's 280-page-long report, ""Israel's apartheid against Palestinians: Cruel system of domination and crime against humanity"" - https://www.amnesty.org/en/documents/mde15/5141/2022/en/"
"MN504xq","New Jersey","Somerset","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,4,7,1,4,4,"No","Jack Ciattarelli",5,"No preference",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,33,"man","White","4yearColl","$120,001-$140,000",7,4,1,1,0,0,0,NA
"GU847dp","New Jersey","Hunterdon","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,2,5,6,2,2,5,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,49,"woman","Asian","4yearColl","Over $200,000",11,4,0,0,0,1,0,NA
"FF388ig","New Jersey","Union","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,3,7,3,6,4,"Yes","Mikie Sherill",3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,30,"man","Hispanic, Latino, or Spanish origin","4yearColl","$80,001-$100,000",5,4,0,1,0,1,0,"Great survey, more of these would be great, thanks."
"GZ267ic","Virginia",NA,"Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,1,7,7,1,7,1,"Yes","Abigail Spanberger",4,"Democrat","Strong",NA,NA,"Democrat | Strong",1,53,"woman","Black or African American","GED",NA,NA,2,0,0,0,1,0,"There was a word that was missed spelled. Gubernatorial"
"HY952dg","New Jersey","Passaic","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,4,7,1,7,1,"Yes",NA,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,33,"woman","White","4yearColl","$80,001-$100,000",5,4,1,0,1,0,0,NA
"RN742mv","New Jersey","Camden","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,3,4,5,3,6,3,"Not sure","Jack Ciattarelli",4,"Independent",NA,NA,"Neither","Independent | Neither",1,41,"woman","White","MA","$40,001-$60,000",3,5,1,0,0,0,1,NA
"RX585yd","New Jersey","Essex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,7,3,7,1,7,1,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,56,"woman","Black or African American","GED","$20,001-$40,000",2,2,0,0,0,1,0,NA
"IG095dv","New Jersey","Morris","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,5,3,6,1,7,1,"Yes","Jack Ciattarelli",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,52,"woman","White","4yearColl","Over $200,000",11,4,1,0,1,0,0,NA
"IA716ax","Virginia","Arlington","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,1,5,7,2,7,3,"Yes","Abigail Spanberger",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,19,"man","Black or African American","GED","$100,001-$120,000",6,2,0,1,0,1,0,NA
"YN417va","New Jersey","Morris","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,7,5,7,1,2,2,"No","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,32,"man","White","4yearColl","$20,001-$40,000",2,4,1,1,0,1,0,NA
"SV392lj","Virginia","Arlington","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,7,1,7,3,7,4,"Yes","Abigail Spanberger",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,34,"man","White","PHD","$140,001-$160,000",8,6,1,1,0,1,0,NA
"HT930kq","Virginia","Chesapeake","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,4,3,7,7,7,3,"Yes","Abigail Spanberger",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,42,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"LO096rv","Virginia","Prince William","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,4,4,6,2,6,3,"Yes","Abigail Spanberger",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,63,"woman","multiracial","MA","$120,001-$140,000",7,5,0,0,0,1,0,NA
"IF795ei","New Jersey","Warren","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,4,5,3,5,3,"Not sure","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,31,"man","Asian","GED","$20,001-$40,000",2,2,0,1,0,1,0,NA
"HJ969qz","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,5,4,5,4,4,"Not sure",NA,4,"Independent",NA,NA,"Neither","Independent | Neither",1,34,"woman","multiracial","PHD","Over $200,000",11,6,0,0,0,0,1,NA
"ZA427nh","Virginia","Franklin","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,3,4,6,3,5,4,"Yes","Winsome Earle-Sears",6,"Republican",NA,"Strong",NA,"Republican | Strong",1,36,"woman","White","GED","$100,001-$120,000",6,2,1,0,1,0,0,NA
"WW027bk","New Jersey","Somerset","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,3,7,4,6,4,"Not sure","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,35,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,1,0,"No additional feedback"
"DD264nt","Virginia","York","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,1,7,7,1,4,7,"Yes","Abigail Spanberger",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,53,"woman","Black or African American","MA","Over $200,000",11,5,0,0,0,1,0,NA
"SV013bk","New Jersey","Union","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,4,4,4,4,4,4,"Not sure","neither",4,"No preference",NA,NA,"Neither","Independent | Neither",1,35,"woman","Asian","4yearColl","$60,001-$80,000",4,4,0,0,0,0,0,NA
"TH481ez","Virginia","Alleghany","Winsome Earle-Sears","Abigail Spanberger","Gubernatorial","Virginia",2,2,6,6,2,6,1,"Not sure","Winsome Earle-Sears",4,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,33,"woman","White","4yearColl","$0-$20,000",1,4,1,0,1,0,0,NA
"WN017qn","New Jersey","Morris","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",1,3,3,7,3,7,3,"Yes","Mikie Sherill",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,30,"man","Hispanic, Latino, or Spanish origin","MA","$40,001-$60,000",3,5,0,1,0,1,0,NA
